cap_shape,Cap_surface,bruises,category
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Smooth,Bruises,Edible
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Edible
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Bell,Scaly,Bruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Smooth,Bruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Edible
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Flat,Smooth,Bruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Edible
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Smooth,Bruises,Poisonous
Flat,Smooth,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Edible
Flat,Scaly,Bruises,Edible
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Convex,Scaly,NoBruises,Edible
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Flat,Fiberous,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,Bruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,Bruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Edible
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Smooth,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Convex,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Flat,Scaly,NoBruises,Poisonous
Knobbed,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,Bruises,Edible
Flat,Scaly,NoBruises,Poisonous
Bell,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,Bruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Knobbed,Scaly,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Edible
Convex,Smooth,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Bell,Smooth,Bruises,Poisonous
Convex,Smooth,Bruises,Poisonous
Flat,Scaly,Bruises,Edible
Bell,Smooth,Bruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Smooth,Bruises,Poisonous
Knobbed,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Knobbed,Smooth,Bruises,Edible
Flat,Scaly,Bruises,Edible
Flat,Smooth,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,Bruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Flat,Scaly,Bruises,Edible
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Bell,Scaly,Bruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Smooth,Bruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Edible
Flat,Scaly,NoBruises,Edible
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Flat,Smooth,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Convex,Smooth,Bruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,Bruises,Edible
Convex,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Smooth,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Flat,Fiberous,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Edible
Convex,Scaly,Bruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Smooth,Bruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Smooth,Bruises,Edible
Flat,Fiberous,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Smooth,Bruises,Edible
Flat,Scaly,NoBruises,Poisonous
